MPC ID,Securely Classified,Class,a_i,a_f,a_min,a_mean,a_max,a_sigma,a_delta,adot_min,adot_mean,adot_max,adot_delta,e_i,e_f,e_min,e_mean,e_max,e_sigma,e_delta,edot_min,edot_mean,edot_max,edot_delta,i_i,i_f,i_min,i_mean,i_max,i_sigma,i_delta,idot_min,idot_mean,idot_max,idot_delta,Om_i,Om_f,Om_min,Om_mean,Om_max,Om_sigma,Om_delta,Omdot_min,Omdot_mean,Omdot_max,Omdot_delta,o_i,o_f,o_min,o_mean,o_max,o_sigma,o_delta,odot_min,odot_mean,odot_max,odot_delta
K15VH1J, True, Classical,4.629200e+01,4.629000e+01,4.628100e+01,4.629520e+01,4.632700e+01,1.005236e-02,4.600000e-02,-3.700000e-05,-2.003701e-08,3.600000e-05,7.300000e-05,1.670700e-01,1.678000e-01,1.669000e-01,1.674500e-01,1.684500e-01,3.072329e-04,1.550000e-03,-9.700000e-07,7.299920e-09,9.600000e-07,1.930000e-06,2.168700e+01,2.150300e+01,2.150300e+01,2.160031e+01,2.168800e+01,5.418190e-02,1.850000e-01,-1.000000e-05,-1.840013e-06,6.000000e-06,1.600000e-05,5.361200e+01,4.712900e+01,4.712900e+01,5.037907e+01,5.361200e+01,1.897298e+00,6.483000e+00,-9.900000e-05,-6.483010e-05,-3.900000e-05,6.000000e-05,3.586900e+02,9.992300e+00,3.744200e-02,5.062957e+01,3.599700e+02,1.186778e+02,3.599326e+02,-3.598526e-01,-3.486976e-03,3.599326e-01,7.197851e-01
K15VG6M, True,  Resonant,6.302500e+01,6.219400e+01,6.206200e+01,6.255862e+01,6.303600e+01,4.014816e-01,9.740000e-01,-3.430000e-04,-8.310093e-06,3.280000e-04,6.710000e-04,4.411900e-01,4.335000e-01,4.321600e-01,4.368661e-01,4.413400e-01,3.773616e-03,9.180000e-03,-3.210000e-06,-7.690075e-08,3.120000e-06,6.330000e-06,8.125700e-01,7.717500e-01,7.717500e-01,7.920158e-01,8.125700e-01,1.078059e-02,4.082000e-02,-2.389761e-06,-4.082007e-07,-3.999200e-08,2.349769e-06,1.006900e+02,1.049100e+02,1.006900e+02,1.026459e+02,1.049100e+02,1.154948e+00,4.220000e+00,1.000000e-05,4.220004e-05,2.300000e-04,2.200000e-04,2.658600e+02,2.633700e+02,2.633700e+02,2.647036e+02,2.658600e+02,6.763949e-01,2.490000e+00,-9.000000e-05,-2.489990e-05,5.000000e-05,1.400000e-04
K15VG5Q, True,  Resonant,3.925200e+01,3.925400e+01,3.923000e+01,3.939516e+01,3.957700e+01,1.222966e-01,3.470000e-01,-7.800000e-05,2.004308e-08,7.300000e-05,1.510000e-04,2.792800e-01,2.788200e-01,2.787100e-01,2.807452e-01,2.830400e-01,1.419387e-03,4.330000e-03,-1.200000e-06,-4.600739e-09,1.110000e-06,2.310000e-06,1.910300e+01,1.941900e+01,1.910300e+01,1.925085e+01,1.941900e+01,9.081658e-02,3.160000e-01,-2.000000e-06,3.160011e-06,1.000000e-05,1.200000e-05,2.244200e+02,2.151600e+02,2.151600e+02,2.197969e+02,2.244200e+02,2.701095e+00,9.260000e+00,-1.300000e-04,-9.259990e-05,-7.000000e-05,6.000000e-05,2.892000e+02,2.940600e+02,2.892000e+02,2.916475e+02,2.940600e+02,1.430636e+00,4.860000e+00,-3.000000e-05,4.859986e-05,1.900000e-04,2.200000e-04
K15VH2L, True, Classical,4.360400e+01,4.355900e+01,4.355200e+01,4.358821e+01,4.362000e+01,1.965107e-02,6.800000e-02,-2.400000e-05,-4.499320e-07,2.600520e-05,5.000520e-05,1.105300e-01,1.104600e-01,1.086400e-01,1.106386e-01,1.124600e-01,9.587916e-04,3.820000e-03,-8.900000e-07,-6.999807e-10,1.040000e-06,1.930000e-06,3.698100e+00,3.287200e+00,3.287200e+00,3.500896e+00,3.698100e+00,1.181722e-01,4.109000e-01,-7.500000e-06,-4.109009e-06,-9.998000e-07,6.500200e-06,4.896000e+01,3.766300e+01,3.766300e+01,4.347385e+01,4.896000e+01,3.284624e+00,1.129700e+01,-1.690000e-04,-1.129700e-04,-7.100000e-05,9.800000e-05,3.513000e+02,2.046900e+01,3.184800e-01,1.198454e+02,3.597200e+02,1.609507e+02,3.594015e+02,-3.594015e-01,-3.308310e-03,7.100710e-04,3.601116e-01
K15VH2U, True, Classical,3.954000e+01,3.953800e+01,3.951300e+01,3.953454e+01,3.954500e+01,6.303425e-03,3.200000e-02,-1.100000e-05,-1.999100e-08,1.099890e-05,2.199890e-05,1.713200e-02,1.312400e-02,1.624300e-04,1.072390e-02,1.804800e-02,4.992338e-03,1.788557e-02,-3.325633e-06,-4.007342e-08,3.114800e-06,6.440433e-06,1.591400e+00,1.163500e+00,1.163500e+00,1.383078e+00,1.591400e+00,1.241259e-01,4.279000e-01,-7.700000e-06,-4.279003e-06,-2.100000e-06,5.600000e-06,8.253200e+01,8.034100e+01,7.995900e+01,8.076698e+01,8.253200e+01,7.419489e-01,2.573000e+00,-1.300000e-04,-2.191001e-05,1.010000e-04,2.310000e-04,3.231600e+02,3.188500e+02,6.880000e-01,1.880936e+02,3.596700e+02,1.409796e+02,3.589820e+02,-3.021660e-01,-4.273624e-05,3.510096e-01,6.531756e-01
K15VH1F, True, Classical,4.270600e+01,4.268600e+01,4.266700e+01,4.269089e+01,4.270600e+01,9.635846e-03,3.900000e-02,-2.900000e-05,-1.999150e-07,3.200000e-05,6.100000e-05,9.707700e-02,9.896100e-02,9.593900e-02,9.762202e-02,9.912700e-02,7.635002e-04,3.188000e-03,-1.044209e-06,1.884306e-08,1.229000e-06,2.273209e-06,1.812600e+01,1.782300e+01,1.782300e+01,1.798044e+01,1.812600e+01,8.718473e-02,3.030000e-01,-1.300000e-05,-3.030001e-06,4.000000e-06,1.700000e-05,5.496800e+01,4.535500e+01,4.535500e+01,5.017007e+01,5.496800e+01,2.801500e+00,9.613000e+00,-1.330000e-04,-9.613009e-05,-7.400000e-05,5.900000e-05,2.289700e+01,3.974900e+01,2.289700e+01,3.128939e+01,3.974900e+01,4.827526e+00,1.685200e+01,-3.310000e-04,1.685207e-04,9.510000e-04,1.282000e-03
K02TU1H, True,  Resonant,3.937300e+01,3.935100e+01,3.934000e+01,3.942136e+01,3.950400e+01,5.648212e-02,1.640000e-01,-2.500000e-05,-2.200210e-07,2.100000e-05,4.600000e-05,3.732500e-02,4.137000e-02,2.735500e-02,4.310171e-02,5.933800e-02,8.046616e-03,3.198300e-02,-2.268000e-06,4.044815e-08,2.368000e-06,4.636000e-06,1.541300e+00,1.285200e+00,1.285200e+00,1.416096e+00,1.541300e+00,7.504134e-02,2.561000e-01,-4.200000e-06,-2.561002e-06,-1.200000e-06,3.000000e-06,9.344900e+01,9.393800e+01,9.296900e+01,9.325394e+01,9.393800e+01,1.769204e-01,9.690000e-01,-5.801160e-05,4.889972e-06,8.900000e-05,1.470116e-04,2.322600e+02,3.068500e+02,1.833100e-02,1.635139e+02,3.579200e+02,1.117120e+02,3.579017e+02,-5.350000e-03,7.459014e-04,3.579017e-01,3.632517e-01
K15VG7Y, True, Classical,3.880500e+01,3.881000e+01,3.878600e+01,3.880181e+01,3.881800e+01,7.198340e-03,3.200000e-02,-2.300000e-05,4.994100e-08,2.900000e-05,5.200000e-05,1.670300e-02,1.882800e-02,1.616000e-02,1.748800e-02,1.882800e-02,6.815535e-04,2.668000e-03,-1.495000e-06,2.124677e-08,1.649000e-06,3.144000e-06,3.495600e+01,3.473600e+01,3.473600e+01,3.484972e+01,3.495600e+01,6.456651e-02,2.200000e-01,-1.500000e-05,-2.200012e-06,1.000000e-05,2.500000e-05,5.139900e+01,4.324100e+01,4.324100e+01,4.732343e+01,5.139900e+01,2.376453e+00,8.158000e+00,-9.000000e-05,-8.158001e-05,-7.100000e-05,1.900000e-05,2.328500e+02,2.446400e+02,2.321800e+02,2.405723e+02,2.481000e+02,3.808144e+00,1.592000e+01,-5.070000e-03,1.178832e-04,5.970597e-03,1.104060e-02
K15VG7S, True,  Resonant,8.049500e+01,8.047900e+01,8.030900e+01,8.043320e+01,8.051800e+01,5.749990e-02,2.090000e-01,-1.360000e-04,-1.599541e-07,1.360000e-04,2.720000e-04,5.141500e-01,5.141400e-01,5.129700e-01,5.137914e-01,5.143500e-01,3.759820e-04,1.380000e-03,-9.100000e-07,-9.968053e-11,8.900000e-07,1.800000e-06,7.110500e+00,7.159900e+00,7.110500e+00,7.134889e+00,7.159900e+00,1.439618e-02,4.940000e-02,-1.000000e-07,4.940020e-07,1.700000e-06,1.800000e-06,2.047600e+02,2.029400e+02,2.029400e+02,2.038414e+02,2.047600e+02,5.335998e-01,1.820000e+00,-4.000000e-05,-1.819999e-05,0.000000e+00,4.000000e-05,1.969800e+02,2.005400e+02,1.969800e+02,1.987516e+02,2.005400e+02,1.049614e+00,3.560000e+00,-1.000000e-05,3.559988e-05,1.300000e-04,1.400000e-04
K15VG6N, True,  Resonant,6.271900e+01,6.272300e+01,6.236700e+01,6.254643e+01,6.273500e+01,1.234137e-01,3.680000e-01,-9.500950e-05,3.997693e-08,5.900000e-05,1.540095e-04,4.809400e-01,4.807700e-01,4.780000e-01,4.794588e-01,4.810700e-01,9.796598e-04,3.070000e-03,-7.800780e-07,-1.700121e-09,4.900000e-07,1.270078e-06,6.029300e+00,6.068700e+00,6.029300e+00,6.049623e+00,6.068700e+00,1.149751e-02,3.940000e-02,-3.000000e-07,3.939982e-07,1.700000e-06,2.000000e-06,2.273600e+02,2.244400e+02,2.244400e+02,2.258800e+02,2.273600e+02,8.504629e-01,2.920000e+00,-4.999500e-05,-2.919996e-05,-1.999600e-05,2.999900e-05,1.191300e+02,1.201900e+02,1.190900e+02,1.196145e+02,1.201900e+02,3.138533e-01,1.100000e+00,-2.000400e-05,1.059983e-05,6.000000e-05,8.000400e-05
K15VG5D, True,  Resonant,3.953100e+01,3.929700e+01,3.923100e+01,3.940466e+01,3.958600e+01,1.213864e-01,3.550000e-01,-7.100000e-05,-2.339774e-06,6.500000e-05,1.360000e-04,2.237400e-01,2.216900e-01,2.191600e-01,2.225008e-01,2.263700e-01,2.085417e-03,7.210000e-03,-1.220000e-06,-2.049662e-08,1.280000e-06,2.500000e-06,1.200900e+01,1.184000e+01,1.184000e+01,1.192999e+01,1.200900e+01,4.703180e-02,1.690000e-01,-7.000000e-06,-1.689992e-06,2.000000e-06,9.000000e-06,5.060200e+01,4.018800e+01,4.018800e+01,4.545369e+01,5.060200e+01,3.008489e+00,1.041400e+01,-1.610000e-04,-1.041398e-04,-7.800000e-05,8.300000e-05,1.037400e+02,9.998500e+01,9.997600e+01,1.018496e+02,1.037800e+02,1.112219e+00,3.804000e+00,-1.400000e-04,-3.755064e-05,1.040000e-04,2.440000e-04
K15VG5S, True,  Resonant,3.946500e+01,3.937100e+01,3.934100e+01,3.940282e+01,3.946900e+01,4.276655e-02,1.280000e-01,-2.499500e-05,-9.399371e-07,2.600000e-05,5.099500e-05,1.844300e-01,1.782900e-01,1.779300e-01,1.808860e-01,1.844300e-01,1.601351e-03,6.500000e-03,-7.497751e-07,-6.139786e-08,6.000000e-07,1.349775e-06,3.072100e+00,3.069300e+00,3.069300e+00,3.073980e+00,3.078000e+00,2.125657e-03,8.700000e-03,-1.100000e-06,-2.799700e-08,7.998400e-07,1.899840e-06,1.203400e+02,1.158300e+02,1.158300e+02,1.180359e+02,1.203400e+02,1.326948e+00,4.510000e+00,-6.000000e-05,-4.509998e-05,-3.000000e-05,3.000000e-05,1.870000e+02,1.649100e+02,1.649100e+02,1.760593e+02,1.870000e+02,6.424635e+00,2.209000e+01,-2.900000e-04,-2.208996e-04,-7.001400e-05,2.199860e-04
K15VG8O, True,  Detached,5.366300e+01,5.360000e+01,5.358400e+01,5.362385e+01,5.367100e+01,2.276283e-02,8.700000e-02,-6.501300e-05,-6.300760e-07,6.500000e-05,1.300130e-04,2.884700e-01,2.876600e-01,2.872700e-01,2.879322e-01,2.886300e-01,3.725922e-04,1.360000e-03,-1.080216e-06,-8.101100e-09,1.080000e-06,2.160216e-06,4.533100e+00,4.666300e+00,4.533100e+00,4.598495e+00,4.666300e+00,3.865525e-02,1.332000e-01,-7.000000e-07,1.332002e-06,2.600000e-06,3.300000e-06,2.096300e+02,2.033100e+02,2.033100e+02,2.064512e+02,2.096300e+02,1.837762e+00,6.320000e+00,-1.300000e-04,-6.319995e-05,-3.000000e-05,1.000000e-04,2.338500e+02,2.461900e+02,2.338500e+02,2.400514e+02,2.461900e+02,3.589027e+00,1.234000e+01,-5.000000e-05,1.233998e-04,4.400000e-04,4.900000e-04
K15VH3O, True, Classical,4.486600e+01,4.486700e+01,4.485500e+01,4.487031e+01,4.488600e+01,7.421860e-03,3.100000e-02,-2.300000e-05,9.928003e-09,2.100000e-05,4.400000e-05,1.526000e-01,1.505200e-01,1.505200e-01,1.517605e-01,1.529000e-01,6.337416e-04,2.380000e-03,-6.500000e-07,-2.080154e-08,4.300000e-07,1.080000e-06,2.089100e+01,2.074300e+01,2.074300e+01,2.081909e+01,2.089200e+01,4.307973e-02,1.490000e-01,-7.000000e-06,-1.479969e-06,6.001200e-06,1.300120e-05,5.589700e+01,4.837800e+01,4.837800e+01,5.214903e+01,5.589700e+01,2.190405e+00,7.519000e+00,-9.900000e-05,-7.519014e-05,-4.700000e-05,5.200000e-05,3.036300e+02,3.157800e+02,3.036200e+02,3.096081e+02,3.157800e+02,3.531643e+00,1.216000e+01,-4.000000e-05,1.215013e-04,3.700740e-04,4.100740e-04
K15VH2D,False, Classical,4.208200e+01,4.208300e+01,4.205700e+01,4.212460e+01,4.220400e+01,4.747904e-02,1.470000e-01,-7.200000e-05,1.004299e-08,7.399260e-05,1.459926e-04,1.177300e-01,1.140900e-01,1.133100e-01,1.179635e-01,1.224500e-01,2.281455e-03,9.140000e-03,-2.270000e-06,-3.639943e-08,2.300000e-06,4.570000e-06,5.120100e+00,4.661600e+00,4.661600e+00,4.877079e+00,5.120300e+00,1.368018e-01,4.587000e-01,-1.850000e-05,-4.584985e-06,2.000000e-06,2.050000e-05,8.269200e+01,6.729200e+01,6.729200e+01,7.508460e+01,8.269200e+01,4.587946e+00,1.540000e+01,-3.960000e-04,-1.539999e-04,-6.400000e-05,3.320000e-04,3.816700e+01,8.642800e+01,3.766100e+01,6.256828e+01,8.717300e+01,1.469372e+01,4.951200e+01,-4.440000e-04,4.826105e-04,2.289000e-03,2.733000e-03
K15VG6K, True,  Resonant,4.804700e+01,4.761000e+01,4.742200e+01,4.769942e+01,4.804700e+01,2.504695e-01,6.250000e-01,-1.160000e-04,-4.369993e-06,1.110000e-04,2.270000e-04,2.028200e-01,1.919700e-01,1.867000e-01,1.939415e-01,2.029500e-01,6.538451e-03,1.625000e-02,-2.930000e-06,-1.084998e-07,3.000000e-06,5.930000e-06,2.322800e+00,2.375000e+00,2.322800e+00,2.350534e+00,2.375000e+00,1.468342e-02,5.220000e-02,0.000000e+00,5.219998e-07,1.100330e-06,1.100330e-06,1.351600e+02,1.323800e+02,1.323800e+02,1.336888e+02,1.351600e+02,8.008304e-01,2.780000e+00,-8.002401e-05,-2.780007e-05,-1.000000e-05,7.002401e-05,2.337300e+02,2.390900e+02,2.333200e+02,2.367306e+02,2.394900e+02,1.672886e+00,6.170000e+00,-2.300000e-04,5.360132e-05,6.902071e-04,9.202071e-04
K15VG7J, True,  Resonant,4.219300e+01,4.218400e+01,4.217200e+01,4.227037e+01,4.236700e+01,6.758841e-02,1.950000e-01,-5.900000e-05,-9.000296e-08,5.900000e-05,1.180000e-04,2.058600e-01,2.086500e-01,2.054900e-01,2.089986e-01,2.122600e-01,1.700897e-03,6.770000e-03,-1.220000e-06,2.789993e-08,1.230000e-06,2.450000e-06,3.509500e+00,3.420000e+00,3.420000e+00,3.469960e+00,3.509500e+00,2.608388e-02,8.950000e-02,-1.700000e-06,-8.949987e-07,-1.000000e-07,1.600000e-06,9.710700e+01,9.127300e+01,9.127300e+01,9.421299e+01,9.710700e+01,1.708435e+00,5.834000e+00,-7.400000e-05,-5.834001e-05,-4.700000e-05,2.700000e-05,4.068000e+01,2.948300e+01,2.948300e+01,3.503755e+01,4.068000e+01,3.242471e+00,1.119700e+01,-2.079792e-04,-1.119697e-04,1.000000e-05,2.179792e-04
K15VH3H, True, Classical,4.382200e+01,4.381800e+01,4.379400e+01,4.381886e+01,4.383300e+01,6.586860e-03,3.900000e-02,-1.700000e-05,-3.998500e-08,1.900000e-05,3.600000e-05,8.891000e-02,8.947900e-02,8.839600e-02,8.917782e-02,9.026300e-02,4.119207e-04,1.867000e-03,-7.610000e-07,5.690220e-09,7.420000e-07,1.503000e-06,2.217500e+00,2.411900e+00,2.217500e+00,2.315403e+00,2.411900e+00,5.613560e-02,1.944000e-01,1.200000e-06,1.943999e-06,2.700000e-06,1.500000e-06,1.598200e+02,1.549000e+02,1.549000e+02,1.573252e+02,1.598200e+02,1.438503e+00,4.920000e+00,-7.000000e-05,-4.919998e-05,-3.000000e-05,4.000000e-05,2.390000e+02,2.552500e+02,2.390000e+02,2.470421e+02,2.552500e+02,4.873346e+00,1.625000e+01,-2.600000e-04,1.625017e-04,5.900000e-04,8.500000e-04
K15VH3Q, True, Classical,4.471800e+01,4.470900e+01,4.470500e+01,4.471347e+01,4.472600e+01,4.537117e-03,2.100000e-02,-1.500000e-05,-9.003300e-08,1.500000e-05,3.000000e-05,1.018200e-01,1.021400e-01,1.014800e-01,1.019007e-01,1.025700e-01,2.326399e-04,1.090000e-03,-6.900000e-07,3.199420e-09,6.899310e-07,1.379931e-06,2.786000e+00,2.843600e+00,2.786000e+00,2.816501e+00,2.843600e+00,1.675198e-02,5.760000e-02,1.000000e-07,5.759998e-07,1.200000e-06,1.100000e-06,1.356500e+02,1.309600e+02,1.309600e+02,1.332578e+02,1.356500e+02,1.374542e+00,4.690000e+00,-7.000000e-05,-4.689992e-05,-3.000000e-05,4.000000e-05,2.774100e+02,2.923600e+02,2.772600e+02,2.848396e+02,2.924600e+02,4.397200e+00,1.520000e+01,-1.700340e-04,1.494989e-04,4.900000e-04,6.600340e-04
K15VG4C, True, Classical,4.530600e+01,4.530600e+01,4.529800e+01,4.530890e+01,4.532100e+01,5.819913e-03,2.300000e-02,-1.500000e-05,4.500790e-11,1.700000e-05,3.200000e-05,1.433000e-01,1.416500e-01,1.416000e-01,1.425265e-01,1.434000e-01,5.087987e-04,1.800000e-03,-4.400000e-07,-1.649951e-08,3.900000e-07,8.300000e-07,2.567500e+01,2.553800e+01,2.553800e+01,2.560987e+01,2.567500e+01,4.031280e-02,1.370000e-01,-8.000000e-06,-1.369987e-06,5.000000e-06,1.300000e-05,5.123200e+01,4.499000e+01,4.499000e+01,4.811769e+01,5.123200e+01,1.820222e+00,6.242000e+00,-8.200000e-05,-6.241985e-05,-4.400000e-05,3.800000e-05,3.156400e+02,3.251700e+02,3.156400e+02,3.204006e+02,3.251700e+02,2.767800e+00,9.530000e+00,-4.000000e-05,9.529950e-05,2.600000e-04,3.000000e-04
K15VG7A, True,  Resonant,4.369200e+01,4.364200e+01,4.362800e+01,4.367223e+01,4.371000e+01,2.406834e-02,8.200000e-02,-1.400000e-05,-5.000920e-07,1.800000e-05,3.200000e-05,9.441100e-02,8.632000e-02,8.632000e-02,9.047159e-02,9.469100e-02,2.144989e-03,8.371000e-03,-6.793397e-07,-8.091341e-08,7.010000e-07,1.380340e-06,1.138900e+01,1.184500e+01,1.138900e+01,1.162253e+01,1.184500e+01,1.360860e-01,4.560000e-01,1.000000e-06,4.559975e-06,8.002401e-06,7.002401e-06,2.220700e+02,2.111700e+02,2.111700e+02,2.165976e+02,2.220700e+02,3.158580e+00,1.090000e+01,-1.400000e-04,-1.089999e-04,-7.000000e-05,7.000000e-05,2.261500e+02,2.343800e+02,2.261500e+02,2.297879e+02,2.343800e+02,2.231850e+00,8.230000e+00,-2.100000e-04,8.230027e-05,3.700000e-04,5.800000e-04
K15VH2K, True, Classical,4.597700e+01,4.596800e+01,4.596100e+01,4.597080e+01,4.599100e+01,6.726657e-03,3.000000e-02,-2.400000e-05,-9.007000e-08,2.400000e-05,4.800000e-05,1.308800e-01,1.307100e-01,1.303800e-01,1.307297e-01,1.315200e-01,2.690668e-04,1.140000e-03,-9.600000e-07,-1.702850e-09,9.000000e-07,1.860000e-06,1.936400e+00,2.200000e+00,1.936400e+00,2.064990e+00,2.200000e+00,7.657435e-02,2.636000e-01,8.000000e-07,2.636008e-06,4.500000e-06,3.700000e-06,2.357900e+02,2.241200e+02,2.241200e+02,2.298282e+02,2.357900e+02,3.396459e+00,1.167000e+01,-1.800360e-04,-1.167001e-04,-6.000000e-05,1.200360e-04,1.969900e+02,2.177500e+02,1.969900e+02,2.074107e+02,2.177500e+02,6.098977e+00,2.076000e+01,-9.000000e-05,2.076021e-04,6.400000e-04,7.300000e-04
K15VH1V, True, Classical,4.589600e+01,4.592200e+01,4.587400e+01,4.589111e+01,4.592300e+01,1.299269e-02,4.900000e-02,-4.100000e-05,2.598780e-07,4.400000e-05,8.500000e-05,1.721600e-01,1.725200e-01,1.712400e-01,1.718716e-01,1.728000e-01,3.895205e-04,1.560000e-03,-1.270000e-06,3.597660e-09,1.220000e-06,2.490000e-06,2.735100e+00,3.003400e+00,2.735100e+00,2.868276e+00,3.003400e+00,7.852843e-02,2.683000e-01,7.000000e-07,2.682997e-06,5.600000e-06,4.900000e-06,1.815800e+02,1.737500e+02,1.737500e+02,1.776081e+02,1.815800e+02,2.294959e+00,7.830000e+00,-1.500000e-04,-7.829996e-05,-3.000000e-05,1.200000e-04,2.854500e+02,3.035500e+02,2.853700e+02,2.944680e+02,3.035500e+02,5.353130e+00,1.818000e+01,-9.000000e-05,1.809998e-04,5.900000e-04,6.800000e-04
K03UT3K, True, Classical,4.238500e+01,4.232400e+01,4.230800e+01,4.235049e+01,4.239500e+01,2.588918e-02,8.700000e-02,-2.700000e-05,-6.099710e-07,2.300000e-05,5.000000e-05,7.447600e-02,6.723200e-02,6.703700e-02,7.059724e-02,7.450000e-02,1.959539e-03,7.463000e-03,-1.583842e-06,-7.243822e-08,1.483000e-06,3.066842e-06,3.021600e+00,3.366800e+00,3.021600e+00,3.202106e+00,3.366800e+00,1.003992e-01,3.452000e-01,1.000000e-06,3.451999e-06,7.400000e-06,6.400000e-06,1.719700e+02,1.625600e+02,1.625600e+02,1.670514e+02,1.719700e+02,2.758237e+00,9.410000e+00,-1.900000e-04,-9.410010e-05,-5.000000e-05,1.400000e-04,2.993400e+02,3.362200e+02,2.993400e+02,3.195722e+02,3.362200e+02,1.079328e+01,3.688000e+01,-5.800000e-04,3.688009e-04,1.920000e-03,2.500000e-03
K15VH0S, True, Classical,4.143800e+01,4.143700e+01,4.142800e+01,4.143809e+01,4.144700e+01,4.186492e-03,1.900000e-02,-1.500300e-05,-1.008600e-08,1.500000e-05,3.000300e-05,2.133500e-02,2.080300e-02,2.045600e-02,2.100566e-02,2.145100e-02,2.732071e-04,9.950000e-04,-5.510000e-07,-5.321234e-09,4.280000e-07,9.790000e-07,1.817900e+01,1.788100e+01,1.788100e+01,1.803562e+01,1.817900e+01,8.773484e-02,2.980000e-01,-1.100000e-05,-2.980057e-06,7.000000e-06,1.800000e-05,5.027700e+01,3.957700e+01,3.957700e+01,4.494682e+01,5.027700e+01,3.117190e+00,1.070000e+01,-1.330000e-04,-1.069999e-04,-8.300000e-05,5.000000e-05,3.180600e+02,3.349400e+02,3.179600e+02,3.267564e+02,3.361700e+02,5.141068e+00,1.821000e+01,-1.510151e-03,1.687970e-04,1.530000e-03,3.040151e-03
K15VG7B, True,  Resonant,4.364500e+01,4.369800e+01,4.362900e+01,4.367046e+01,4.371100e+01,2.371010e-02,8.200000e-02,-1.499700e-05,5.300410e-07,1.500000e-05,2.999700e-05,6.869400e-02,7.332300e-02,6.775000e-02,7.083505e-02,7.393400e-02,1.798480e-03,6.184000e-03,-6.750000e-07,4.629111e-08,7.370000e-07,1.412000e-06,2.939300e+00,2.804900e+00,2.804900e+00,2.875569e+00,2.939300e+00,4.263410e-02,1.344000e-01,-2.300000e-06,-1.343999e-06,-4.000000e-07,1.900000e-06,1.014200e+02,9.549600e+01,9.549600e+01,9.839367e+01,1.014200e+02,1.718967e+00,5.924000e+00,-8.000000e-05,-5.923999e-05,-4.000000e-05,4.000000e-05,3.283900e+02,3.415000e+02,3.283900e+02,3.353010e+02,3.415000e+02,3.823514e+00,1.311000e+01,-4.200000e-04,1.311000e-04,4.800480e-04,9.000480e-04
K15VG7F, True,  Resonant,5.550900e+01,5.538000e+01,5.525300e+01,5.537589e+01,5.552500e+01,9.269314e-02,2.720000e-01,-3.100310e-05,-1.290018e-06,3.300000e-05,6.400310e-05,2.728500e-01,2.687500e-01,2.669100e-01,2.697334e-01,2.728500e-01,1.648592e-03,5.940000e-03,-4.900490e-07,-4.100015e-08,5.100000e-07,1.000049e-06,3.666100e+01,3.664900e+01,3.664900e+01,3.665719e+01,3.666300e+01,3.730296e-03,1.400000e-02,-2.000000e-06,-1.200010e-07,1.000200e-06,3.000200e-06,5.093100e+01,4.857100e+01,4.857100e+01,4.974609e+01,5.093100e+01,6.855193e-01,2.360000e+00,-3.000000e-05,-2.360000e-05,-2.000000e-05,1.000000e-05,1.828900e+01,1.779700e+01,1.778400e+01,1.809786e+01,1.845500e+01,1.921310e-01,6.710000e-01,-4.800000e-05,-4.919982e-06,4.399120e-05,9.199120e-05
K15VG7T, True,  Resonant,5.037600e+01,5.037600e+01,5.030600e+01,5.034723e+01,5.038500e+01,1.927389e-02,7.900000e-02,-1.800000e-05,-7.801400e-11,1.800000e-05,3.600000e-05,1.904800e-01,1.907900e-01,1.885800e-01,1.898366e-01,1.908200e-01,5.359220e-04,2.240000e-03,-5.900000e-07,3.097460e-09,5.800000e-07,1.170000e-06,6.207400e+00,6.091700e+00,6.091700e+00,6.151555e+00,6.207400e+00,3.388831e-02,1.157000e-01,-2.600000e-06,-1.157001e-06,1.000000e-07,2.700000e-06,8.174200e+01,7.649300e+01,7.649300e+01,7.913585e+01,8.174200e+01,1.527019e+00,5.249000e+00,-8.500000e-05,-5.249013e-05,-2.599740e-05,5.900260e-05,3.107600e+02,3.212600e+02,3.107600e+02,3.160215e+02,3.212600e+02,3.029753e+00,1.050000e+01,-3.000000e-05,1.050008e-04,2.200000e-04,2.500000e-04
K15VG6Z, True,  Resonant,4.368900e+01,4.369100e+01,4.363500e+01,4.367054e+01,4.370500e+01,2.069176e-02,7.000000e-02,-1.199760e-05,2.001000e-08,1.399720e-05,2.599480e-05,6.175500e-02,6.280200e-02,5.757900e-02,6.048562e-02,6.330900e-02,1.690740e-03,5.730000e-03,-6.480000e-07,1.046991e-08,6.570000e-07,1.305000e-06,4.465600e+00,4.164000e+00,4.164000e+00,4.308676e+00,4.465600e+00,9.422912e-02,3.016000e-01,-4.900000e-06,-3.016003e-06,-9.000900e-07,3.999910e-06,6.109400e+01,5.115900e+01,5.115900e+01,5.604136e+01,6.109400e+01,2.910143e+00,9.935000e+00,-1.220000e-04,-9.934999e-05,-7.100000e-05,5.100000e-05,3.531000e+02,1.114500e+01,5.049700e-01,1.444867e+02,3.599500e+02,1.712555e+02,3.594450e+02,-3.594450e-01,-3.419551e-03,6.009500e-04,3.600460e-01
