MPC ID,Securely Classified,Class,a_i,a_f,a_min,a_mean,a_max,a_sigma,a_delta,adot_min,adot_mean,adot_max,adot_delta,e_i,e_f,e_min,e_mean,e_max,e_sigma,e_delta,edot_min,edot_mean,edot_max,edot_delta,i_i,i_f,i_min,i_mean,i_max,i_sigma,i_delta,idot_min,idot_mean,idot_max,idot_delta,Om_i,Om_f,Om_min,Om_mean,Om_max,Om_sigma,Om_delta,Omdot_min,Omdot_mean,Omdot_max,Omdot_delta,o_i,o_f,o_min,o_mean,o_max,o_sigma,o_delta,odot_min,odot_mean,odot_max,odot_delta
K02G31W, True,  Resonant,3.933300e+01,3.927900e+01,3.925000e+01,3.939977e+01,3.957200e+01,1.039939e-01,3.220000e-01,-6.700000e-05,-5.396708e-07,7.000000e-05,1.370000e-04,2.428100e-01,2.417400e-01,2.414500e-01,2.439746e-01,2.469100e-01,1.665344e-03,5.460000e-03,-1.260000e-06,-1.069351e-08,1.400000e-06,2.660000e-06,2.646500e+00,2.904800e+00,2.646500e+00,2.767115e+00,2.904800e+00,7.396647e-02,2.583000e-01,0.000000e+00,2.582998e-06,5.500000e-06,5.500000e-06,2.271000e+02,2.165400e+02,2.165400e+02,2.216639e+02,2.271000e+02,3.077112e+00,1.056000e+01,-1.499550e-04,-1.055999e-04,-7.000000e-05,7.995501e-05,1.979400e+02,1.977800e+02,1.977100e+02,1.979808e+02,1.981700e+02,1.032030e-01,4.600000e-01,-1.200000e-04,-1.600520e-06,2.000000e-04,3.200000e-04
K02G32A,False,  Detached,5.209200e+01,5.216800e+01,5.204100e+01,5.215360e+01,5.231100e+01,5.296591e-02,2.700000e-01,-8.600000e-05,7.601762e-07,8.900000e-05,1.750000e-04,3.288800e-01,3.331900e-01,3.287700e-01,3.311818e-01,3.331900e-01,1.020807e-03,4.420000e-03,-1.180000e-06,4.310349e-08,1.350405e-06,2.530405e-06,1.512600e+01,1.507900e+01,1.507100e+01,1.510988e+01,1.513900e+01,1.882556e-02,6.800000e-02,-1.000000e-05,-4.700230e-07,7.000000e-06,1.700000e-05,2.447200e+02,2.370600e+02,2.370600e+02,2.410427e+02,2.447200e+02,2.274399e+00,7.660000e+00,-1.700000e-04,-7.660021e-05,-3.000000e-05,1.400000e-04,6.777000e+01,8.052600e+01,6.777000e+01,7.370241e+01,8.052600e+01,3.874440e+00,1.275600e+01,-4.200000e-05,1.275604e-04,4.510000e-04,4.930000e-04
K02G32B,False,Scattering,2.068200e+02,2.061200e+02,2.058400e+02,2.064594e+02,2.071700e+02,3.916551e-01,1.330000e+00,-2.400000e-04,-6.999200e-06,6.400000e-04,8.800000e-04,8.291200e-01,8.285100e-01,8.282800e-01,8.288148e-01,8.294200e-01,3.231423e-04,1.140000e-03,-1.800000e-07,-6.099570e-09,5.200000e-07,7.000000e-07,1.419200e+01,1.419900e+01,1.419100e+01,1.419600e+01,1.420100e+01,2.238281e-03,1.000000e-02,-3.000000e-06,6.998600e-08,2.000000e-06,5.000000e-06,1.770400e+02,1.768100e+02,1.768100e+02,1.769281e+02,1.770400e+02,6.812500e-02,2.300000e-01,-2.000000e-05,-2.299960e-06,1.000000e-05,3.000000e-05,3.704000e+01,3.734200e+01,3.704000e+01,3.718960e+01,3.734200e+01,9.069829e-02,3.020000e-01,-8.000000e-06,3.019987e-06,1.700000e-05,2.500000e-05
K02G32E, True,  Resonant,3.930100e+01,3.924500e+01,3.924100e+01,3.939775e+01,3.957200e+01,1.134740e-01,3.310000e-01,-6.000000e-05,-5.597677e-07,6.500000e-05,1.250000e-04,2.302200e-01,2.260600e-01,2.260600e-01,2.298764e-01,2.334000e-01,1.888691e-03,7.340000e-03,-1.140000e-06,-4.159592e-08,1.050525e-06,2.190525e-06,1.570100e+01,1.601100e+01,1.570100e+01,1.585891e+01,1.601100e+01,8.989302e-02,3.100000e-01,0.000000e+00,3.100007e-06,9.000000e-06,9.000000e-06,2.037400e+02,1.940200e+02,1.940200e+02,1.988554e+02,2.037400e+02,2.833218e+00,9.720000e+00,-1.200600e-04,-9.720015e-05,-8.000000e-05,4.006003e-05,1.047800e+02,1.028600e+02,1.028300e+02,1.037928e+02,1.047800e+02,5.697995e-01,1.950000e+00,-1.000300e-04,-1.919972e-05,1.200000e-04,2.200300e-04
K02G32F, True,  Resonant,3.928000e+01,3.958100e+01,3.921400e+01,3.940810e+01,3.960200e+01,1.328576e-01,3.880000e-01,-8.000000e-05,3.009671e-06,8.100000e-05,1.610000e-04,1.750200e-01,1.840100e-01,1.745000e-01,1.795212e-01,1.845600e-01,3.065758e-03,1.006000e-02,-1.920000e-06,8.989116e-08,1.900000e-06,3.820000e-06,2.782600e+00,2.425300e+00,2.425300e+00,2.610400e+00,2.782600e+00,1.049457e-01,3.573000e-01,-5.000000e-06,-3.573003e-06,-2.100000e-06,2.900000e-06,4.431900e+01,3.244500e+01,3.244500e+01,3.860056e+01,4.431900e+01,3.439410e+00,1.187400e+01,-1.880000e-04,-1.187400e-04,-8.500000e-05,1.030000e-04,5.321900e+01,3.675900e+01,3.675900e+01,4.484723e+01,5.321900e+01,4.827570e+00,1.646000e+01,-2.980000e-04,-1.646001e-04,1.200000e-05,3.100000e-04
K02G32H, True, Classical,4.200800e+01,4.199000e+01,4.198100e+01,4.199524e+01,4.201100e+01,6.155008e-03,3.000000e-02,-1.800000e-05,-1.800140e-07,1.600000e-05,3.400000e-05,8.998500e-02,9.100700e-02,8.957000e-02,9.093463e-02,9.203700e-02,5.485149e-04,2.467000e-03,-9.050000e-07,1.021575e-08,1.000000e-06,1.905000e-06,2.668400e+01,2.688700e+01,2.667400e+01,2.677788e+01,2.688700e+01,5.983282e-02,2.130000e-01,-8.000000e-06,2.030060e-06,1.000300e-05,1.800300e-05,2.206400e+02,2.126600e+02,2.126600e+02,2.166508e+02,2.206400e+02,2.324548e+00,7.980000e+00,-1.100000e-04,-7.980004e-05,-6.000000e-05,5.000000e-05,2.500800e+02,2.610200e+02,2.500200e+02,2.555144e+02,2.610200e+02,3.061946e+00,1.100000e+01,-4.300000e-04,1.093981e-04,7.500000e-04,1.180000e-03
K02G32L, True,  Resonant,3.946100e+01,3.937100e+01,3.930900e+01,3.939896e+01,3.950000e+01,6.568164e-02,1.910000e-01,-3.300000e-05,-8.998760e-07,3.000000e-05,6.300000e-05,1.257000e-01,1.310400e-01,1.211900e-01,1.277940e-01,1.343000e-01,3.294006e-03,1.311000e-02,-1.030000e-06,5.340277e-08,1.080000e-06,2.110000e-06,7.077800e+00,6.835000e+00,6.829400e+00,6.925913e+00,7.077900e+00,7.688000e-02,2.485000e-01,-9.100000e-06,-2.428028e-06,3.800000e-06,1.290000e-05,1.109400e+01,4.933500e-01,4.933500e-01,5.920937e+00,1.109400e+01,3.077170e+00,1.060065e+01,-1.522000e-04,-1.060066e-04,-8.260000e-05,6.960000e-05,1.926000e+02,1.483100e+02,1.483100e+02,1.700677e+02,1.926000e+02,1.282274e+01,4.429000e+01,-5.601681e-04,-4.428999e-04,-3.000000e-04,2.601681e-04
K02G32P, True,  Resonant,5.538600e+01,5.534000e+01,5.534000e+01,5.538796e+01,5.543000e+01,2.204268e-02,9.000000e-02,-2.900000e-05,-4.600440e-07,3.100000e-05,6.000000e-05,4.219200e-01,4.215700e-01,4.215100e-01,4.219231e-01,4.223700e-01,2.212599e-04,8.600000e-04,-3.100000e-07,-3.500370e-09,3.200000e-07,6.300000e-07,1.558900e+00,1.572500e+00,1.558900e+00,1.567415e+00,1.572500e+00,3.981626e-03,1.360000e-02,-1.000000e-07,1.360007e-07,4.000000e-07,5.000000e-07,1.240100e+02,1.236400e+02,1.236300e+02,1.237960e+02,1.240100e+02,1.188982e-01,3.800000e-01,-2.000000e-05,-3.700010e-06,1.000000e-05,3.000000e-05,1.106300e+02,1.090600e+02,1.090600e+02,1.098668e+02,1.106300e+02,4.528719e-01,1.570000e+00,-4.001200e-05,-1.570003e-05,2.000000e-05,6.001200e-05
K02G32S, True,  Resonant,4.220300e+01,4.233600e+01,4.215200e+01,4.227148e+01,4.239200e+01,8.103618e-02,2.400000e-01,-5.300000e-05,1.330326e-06,6.300000e-05,1.160000e-04,1.089700e-01,1.196300e-01,1.073900e-01,1.139731e-01,1.210900e-01,3.643557e-03,1.370000e-02,-2.070000e-06,1.066089e-07,2.040000e-06,4.110000e-06,4.302100e+00,4.362900e+00,4.298300e+00,4.323980e+00,4.362900e+00,1.985933e-02,6.460000e-02,-2.000600e-06,6.080023e-07,3.800000e-06,5.800600e-06,2.604700e+02,2.452400e+02,2.452400e+02,2.527140e+02,2.604700e+02,4.414430e+00,1.523000e+01,-2.700000e-04,-1.523003e-04,-1.000000e-04,1.700000e-04,3.178700e+02,3.081600e+02,3.081600e+02,3.130576e+02,3.178700e+02,2.750547e+00,9.710000e+00,-4.300000e-04,-9.710009e-05,3.200000e-04,7.500000e-04
K02G32V, True,  Resonant,3.947200e+01,3.934500e+01,3.932300e+01,3.940100e+01,3.947900e+01,5.463887e-02,1.560000e-01,-2.500750e-05,-1.270002e-06,3.000000e-05,5.500750e-05,1.913100e-01,1.889200e-01,1.877900e-01,1.896250e-01,1.915200e-01,1.092067e-03,3.730000e-03,-5.598321e-07,-2.390104e-08,6.800000e-07,1.239832e-06,5.381000e+00,5.239400e+00,5.239400e+00,5.311946e+00,5.381000e+00,4.309623e-02,1.416000e-01,-3.600000e-06,-1.415998e-06,7.000000e-07,4.300000e-06,7.911600e+01,7.254100e+01,7.254100e+01,7.586940e+01,7.911600e+01,1.919022e+00,6.575000e+00,-8.200000e-05,-6.574998e-05,-5.298940e-05,2.901060e-05,1.733800e+02,1.566300e+02,1.566300e+02,1.649981e+02,1.733800e+02,4.876711e+00,1.675000e+01,-2.200000e-04,-1.674997e-04,-6.001801e-05,1.599820e-04
K02G32W, True,  Resonant,3.500700e+01,3.498700e+01,3.477500e+01,3.490032e+01,3.501000e+01,7.610258e-02,2.350000e-01,-1.150000e-04,-2.000769e-07,1.120000e-04,2.270000e-04,7.460600e-02,6.502100e-02,5.340000e-02,6.288879e-02,7.460600e-02,5.062032e-03,2.120600e-02,-4.097181e-06,-9.584920e-08,4.617000e-06,8.714181e-06,6.355900e+00,6.991400e+00,6.355900e+00,6.598173e+00,6.991400e+00,1.646990e-01,6.355000e-01,-1.380000e-05,6.354985e-06,3.220000e-05,4.600000e-05,2.767400e+02,2.393300e+02,2.393300e+02,2.569696e+02,2.767400e+02,1.082002e+01,3.741000e+01,-7.400000e-04,-3.740992e-04,-2.100000e-04,5.300000e-04,1.219200e+02,3.073700e+02,1.076400e+00,1.378656e+02,3.587400e+02,1.245610e+02,3.576636e+02,-4.360000e-03,1.854509e-03,3.576636e-01,3.620236e-01
K02G32Y, True,  Resonant,3.945100e+01,3.936400e+01,3.936200e+01,3.940711e+01,3.945600e+01,3.142015e-02,9.400000e-02,-1.500450e-05,-8.699601e-07,1.500000e-05,3.000450e-05,8.930500e-02,9.896400e-02,8.611600e-02,9.387796e-02,1.018200e-01,4.563498e-03,1.570400e-02,-6.200000e-07,9.659040e-08,8.310000e-07,1.451000e-06,1.801700e+00,2.180600e+00,1.801700e+00,2.015808e+00,2.180600e+00,1.124638e-01,3.789000e-01,1.700000e-06,3.789000e-06,5.498900e-06,3.798900e-06,2.255700e+02,2.084300e+02,2.084300e+02,2.167801e+02,2.255700e+02,5.138827e+00,1.714000e+01,-2.200000e-04,-1.714000e-04,-1.100000e-04,1.100000e-04,3.369600e+02,2.538900e+02,2.538900e+02,2.943319e+02,3.369600e+02,2.402382e+01,8.307000e+01,-9.800000e-04,-8.307001e-04,-6.100000e-04,3.700000e-04
K02GG6H, True,  Resonant,3.923500e+01,3.953300e+01,3.920000e+01,3.939456e+01,3.960400e+01,1.460812e-01,4.040000e-01,-8.800000e-05,2.980141e-06,8.700000e-05,1.750000e-04,1.947900e-01,2.026200e-01,1.942200e-01,1.986388e-01,2.034300e-01,2.833358e-03,9.210000e-03,-1.720000e-06,7.830145e-08,1.680000e-06,3.400000e-06,8.660800e+00,8.314900e+00,8.314900e+00,8.482955e+00,8.660800e+00,9.637622e-02,3.459000e-01,-7.800000e-06,-3.459018e-06,3.700000e-06,1.150000e-05,1.078400e+01,3.590000e+02,7.437500e-02,3.348306e+01,3.599800e+02,9.567550e+01,3.599056e+02,-1.800000e-04,3.482160e-03,3.599056e-01,3.600856e-01,2.190200e+02,2.122600e+02,2.121600e+02,2.155088e+02,2.190200e+02,2.013084e+00,6.860000e+00,-1.900000e-04,-6.759892e-05,9.000000e-05,2.800000e-04
K02PE9O, True, Classical,4.402900e+01,4.403100e+01,4.401300e+01,4.402865e+01,4.403900e+01,4.217915e-03,2.600000e-02,-1.400000e-05,1.994999e-08,1.200000e-05,2.600000e-05,6.220700e-02,6.121300e-02,6.101700e-02,6.170689e-02,6.254900e-02,3.395190e-04,1.532000e-03,-6.750000e-07,-9.942880e-09,6.918616e-07,1.366862e-06,6.717400e-01,4.285100e-01,4.285100e-01,5.476942e-01,6.717400e-01,7.113773e-02,2.432300e-01,-3.459308e-06,-2.432300e-06,-1.370000e-06,2.089308e-06,7.150200e+01,8.540800e+01,7.150200e+01,7.686686e+01,8.540800e+01,3.966618e+00,1.390600e+01,1.900570e-05,1.390596e-04,3.860000e-04,3.669943e-04,1.253200e+02,1.233300e+02,1.233200e+02,1.259602e+02,1.272200e+02,8.648379e-01,3.900000e+00,-5.900000e-04,-1.990363e-05,4.599080e-04,1.049908e-03
K02PE9P, True, Classical,4.092200e+01,4.091700e+01,4.089900e+01,4.091773e+01,4.093900e+01,1.002560e-02,4.000000e-02,-2.900000e-05,-4.979197e-08,3.300000e-05,6.200000e-05,8.961800e-02,8.763000e-02,8.708200e-02,8.859790e-02,8.991700e-02,6.803560e-04,2.835000e-03,-7.967610e-07,-1.987551e-08,6.990000e-07,1.495761e-06,3.471200e+01,3.484800e+01,3.471100e+01,3.477950e+01,3.484900e+01,4.001278e-02,1.380000e-01,-1.200000e-05,1.360013e-06,1.200000e-05,2.400000e-05,1.596500e+02,1.527100e+02,1.527100e+02,1.561744e+02,1.596500e+02,2.023870e+00,6.940000e+00,-9.000000e-05,-6.940002e-05,-5.000000e-05,4.000000e-05,1.251700e+02,1.335900e+02,1.251700e+02,1.294462e+02,1.338300e+02,2.409181e+00,8.660000e+00,-4.700000e-04,8.420270e-05,6.100000e-04,1.080000e-03
K02PF5D, True, Classical,4.322900e+01,4.322900e+01,4.322000e+01,4.322951e+01,4.323400e+01,2.834071e-03,1.400000e-02,-1.000000e-05,1.599660e-11,1.000200e-05,2.000200e-05,5.725400e-03,6.779000e-03,5.521700e-03,6.207927e-03,6.819500e-03,3.123570e-04,1.297800e-03,-5.360928e-07,1.053587e-08,4.851000e-07,1.021193e-06,5.765700e+00,5.697700e+00,5.695900e+00,5.723343e+00,5.765700e+00,1.983131e-02,6.980000e-02,-4.099180e-06,-6.799759e-07,2.500000e-06,6.599180e-06,3.220900e+02,3.072900e+02,3.072900e+02,3.147230e+02,3.220900e+02,4.311006e+00,1.480000e+01,-1.900000e-04,-1.480001e-04,-1.000000e-04,9.000000e-05,5.234700e+01,7.872600e+01,5.234700e+01,6.541750e+01,7.872600e+01,6.801050e+00,2.637900e+01,-4.704000e-03,2.637365e-04,5.940000e-03,1.064400e-02
K02PH0U, True,  Resonant,4.777300e+01,4.793400e+01,4.748000e+01,4.775249e+01,4.799700e+01,1.946480e-01,5.170000e-01,-1.220000e-04,1.609702e-06,1.150000e-04,2.370000e-04,2.220700e-01,2.261500e-01,2.153900e-01,2.217478e-01,2.274400e-01,4.545203e-03,1.205000e-02,-2.760000e-06,4.079263e-08,2.620000e-06,5.380000e-06,1.919100e+00,1.824300e+00,1.823100e+00,1.871563e+00,1.919100e+00,2.629477e-02,9.600000e-02,-5.300000e-06,-9.479856e-07,1.200000e-06,6.500000e-06,3.290900e+02,3.178400e+02,3.178400e+02,3.236457e+02,3.290900e+02,3.269555e+00,1.125000e+01,-2.800000e-04,-1.124998e-04,-6.998600e-05,2.100140e-04,9.742800e+01,1.054200e+02,9.735000e+01,1.014812e+02,1.054800e+02,2.502469e+00,8.130000e+00,-1.500000e-04,7.992008e-05,3.000000e-04,4.500000e-04
K02PH0V, True, Classical,4.266400e+01,4.267100e+01,4.265800e+01,4.266934e+01,4.267400e+01,3.119016e-03,1.600000e-02,-1.100000e-05,6.999201e-08,1.200000e-05,2.300000e-05,1.385000e-02,1.574800e-02,1.385000e-02,1.474048e-02,1.574800e-02,4.284789e-04,1.898000e-03,-6.310000e-07,1.897853e-08,8.260000e-07,1.457000e-06,1.272200e+00,1.055300e+00,1.055300e+00,1.163822e+00,1.272200e+00,6.343527e-02,2.169000e-01,-3.700000e-06,-2.169009e-06,-1.000000e-06,2.700000e-06,8.847600e+01,9.104900e+01,8.844100e+01,8.934752e+01,9.104900e+01,7.539526e-01,2.608000e+00,-3.600000e-05,2.573012e-05,1.070000e-04,1.430000e-04,2.783700e+02,2.881900e+02,2.783700e+02,2.836153e+02,2.891600e+02,2.675880e+00,1.079000e+01,-2.210000e-03,9.817330e-05,3.370000e-03,5.580000e-03
K02PH0X, True, Classical,4.265800e+01,4.265200e+01,4.264000e+01,4.265610e+01,4.266700e+01,5.045349e-03,2.700000e-02,-2.000000e-05,-6.000200e-08,2.200000e-05,4.200000e-05,4.238100e-02,4.098400e-02,4.088500e-02,4.157165e-02,4.243400e-02,3.879045e-04,1.549000e-03,-1.139000e-06,-1.396915e-08,1.159000e-06,2.298000e-06,1.570300e+00,1.542700e+00,1.542700e+00,1.556104e+00,1.570300e+00,8.155116e-03,2.760000e-02,-9.000000e-07,-2.760030e-07,2.000000e-07,1.100000e-06,1.191000e+02,1.201100e+02,1.191000e+02,1.194794e+02,1.201100e+02,2.929259e-01,1.010000e+00,-1.000000e-05,1.010018e-05,4.000000e-05,5.000000e-05,1.122500e+02,1.259200e+02,1.118400e+02,1.195289e+02,1.268000e+02,4.374584e+00,1.496000e+01,-1.010000e-03,1.367086e-04,1.970591e-03,2.980591e-03
K02PH0Y, True, Classical,4.301700e+01,4.302300e+01,4.300600e+01,4.301764e+01,4.302400e+01,3.782671e-03,1.800000e-02,-1.600000e-05,6.002100e-08,1.400000e-05,3.000000e-05,3.287100e-02,3.257400e-02,3.185200e-02,3.237546e-02,3.291800e-02,2.601625e-04,1.066000e-03,-7.650000e-07,-2.972293e-09,7.770000e-07,1.542000e-06,3.015700e+00,2.916900e+00,2.916900e+00,2.970298e+00,3.015700e+00,2.871174e-02,9.880000e-02,-2.000000e-06,-9.880069e-07,2.000000e-07,2.200000e-06,1.108000e+02,1.048500e+02,1.048500e+02,1.077725e+02,1.108000e+02,1.737579e+00,5.950000e+00,-8.000000e-05,-5.949989e-05,-4.000000e-05,4.000000e-05,1.251800e+02,1.461400e+02,1.251800e+02,1.357066e+02,1.461400e+02,6.194701e+00,2.096000e+01,-6.900000e-04,2.095998e-04,1.190000e-03,1.880000e-03
K02PH1A, True, Classical,4.434200e+01,4.434600e+01,4.433100e+01,4.434498e+01,4.435400e+01,4.263546e-03,2.300000e-02,-1.200240e-05,3.995800e-08,1.200000e-05,2.400240e-05,7.716400e-02,7.643000e-02,7.622200e-02,7.683035e-02,7.761900e-02,3.356243e-04,1.397000e-03,-6.480000e-07,-7.345607e-09,5.840000e-07,1.232000e-06,2.508500e+00,2.420100e+00,2.420100e+00,2.466894e+00,2.508500e+00,2.574347e-02,8.840000e-02,-1.600000e-06,-8.839973e-07,-2.000000e-07,1.400000e-06,1.095600e+02,1.055800e+02,1.055800e+02,1.075024e+02,1.095600e+02,1.170047e+00,3.980000e+00,-6.001801e-05,-3.980003e-05,-2.000000e-05,4.001801e-05,2.823800e+01,4.303000e+01,2.823800e+01,3.560757e+01,4.303000e+01,4.315458e+00,1.479200e+01,-2.590000e-04,1.479189e-04,5.670000e-04,8.260000e-04
K02PH1C, True, Classical,4.470400e+01,4.469900e+01,4.469700e+01,4.470525e+01,4.471300e+01,3.390160e-03,1.600000e-02,-1.200360e-05,-5.005500e-08,1.000000e-05,2.200360e-05,5.898900e-02,5.908400e-02,5.857500e-02,5.891715e-02,5.940700e-02,1.844919e-04,8.320000e-04,-4.930000e-07,9.494767e-10,4.970000e-07,9.900000e-07,3.576600e+00,3.452800e+00,3.452800e+00,3.509013e+00,3.576600e+00,3.572058e-02,1.238000e-01,-2.500750e-06,-1.237992e-06,6.000000e-07,3.100750e-06,3.367300e+02,3.222000e+02,3.222000e+02,3.295606e+02,3.367300e+02,4.230039e+00,1.453000e+01,-2.000000e-04,-1.453004e-04,-1.000000e-04,1.000000e-04,3.087200e+02,3.340200e+02,3.087200e+02,3.212102e+02,3.340200e+02,7.363796e+00,2.530000e+01,-2.900000e-04,2.530038e-04,7.400000e-04,1.030000e-03
K02VD0D, True,  Resonant,4.768300e+01,4.787900e+01,4.754300e+01,4.774204e+01,4.792600e+01,1.270035e-01,3.830000e-01,-1.130000e-04,1.959506e-06,5.200000e-05,1.650000e-04,3.215100e-01,3.235900e-01,3.190500e-01,3.221110e-01,3.248900e-01,1.778108e-03,5.840000e-03,-1.660000e-06,2.079285e-08,7.800000e-07,2.440000e-06,3.909500e+00,3.724700e+00,3.724700e+00,3.819528e+00,3.909500e+00,5.320633e-02,1.848000e-01,-3.400000e-06,-1.847995e-06,-2.000000e-07,3.200000e-06,3.788100e+01,3.327300e+01,3.327300e+01,3.562558e+01,3.788100e+01,1.355143e+00,4.608000e+00,-8.300000e-05,-4.608012e-05,-3.100000e-05,5.200000e-05,5.382300e+01,5.172800e+01,5.162800e+01,5.270560e+01,5.401000e+01,6.782134e-01,2.382000e+00,-1.130000e-04,-2.095032e-05,1.080000e-04,2.210000e-04
K02VD0E, True, Classical,4.454500e+01,4.454000e+01,4.453700e+01,4.454627e+01,4.455700e+01,4.080602e-03,2.000000e-02,-1.300000e-05,-4.994899e-08,1.200000e-05,2.500000e-05,6.673300e-02,6.665400e-02,6.636800e-02,6.673950e-02,6.742000e-02,2.318158e-04,1.052000e-03,-5.740000e-07,-7.922927e-10,6.080000e-07,1.182000e-06,3.242400e+00,3.012100e+00,3.012100e+00,3.124070e+00,3.242400e+00,6.680481e-02,2.303000e-01,-4.300000e-06,-2.303002e-06,-6.000000e-07,3.700000e-06,3.568100e+02,3.421400e+02,3.421400e+02,3.496326e+02,3.568100e+02,4.281288e+00,1.467000e+01,-2.000000e-04,-1.467000e-04,-8.000000e-05,1.200000e-04,2.322000e+02,2.578000e+02,2.322000e+02,2.449762e+02,2.578000e+02,7.469261e+00,2.560000e+01,-2.500000e-04,2.560008e-04,6.700000e-04,9.200000e-04
K02VD0F, True, Classical,4.579700e+01,4.579700e+01,4.579100e+01,4.579724e+01,4.580600e+01,3.421390e-03,1.500000e-02,-1.100000e-05,5.979592e-12,1.000000e-05,2.100000e-05,1.162900e-01,1.156700e-01,1.156300e-01,1.160173e-01,1.165100e-01,2.176103e-04,8.800000e-04,-4.500000e-07,-6.200791e-09,4.000000e-07,8.500000e-07,1.952700e+01,1.967700e+01,1.952700e+01,1.959965e+01,1.967700e+01,4.331772e-02,1.500000e-01,-4.000000e-06,1.500013e-06,6.000000e-06,1.000000e-05,2.575200e+02,2.503900e+02,2.503900e+02,2.539527e+02,2.575200e+02,2.073403e+00,7.130000e+00,-1.000000e-04,-7.130006e-05,-5.000000e-05,5.000000e-05,1.122500e+02,1.230400e+02,1.122400e+02,1.176150e+02,1.230400e+02,3.134441e+00,1.080000e+01,-1.100000e-04,1.079007e-04,3.400000e-04,4.500000e-04
K02VD0T, True, Classical,4.243900e+01,4.243000e+01,4.241600e+01,4.243469e+01,4.244600e+01,6.586429e-03,3.000000e-02,-1.500300e-05,-9.009601e-08,1.600000e-05,3.100300e-05,3.251500e-02,3.291700e-02,3.139200e-02,3.278324e-02,3.421200e-02,6.535371e-04,2.820000e-03,-1.040000e-06,4.012659e-09,1.102000e-06,2.142000e-06,1.162300e+00,1.055600e+00,1.055600e+00,1.091763e+00,1.162300e+00,3.069409e-02,1.067000e-01,-4.700000e-06,-1.067002e-06,2.400000e-06,7.100000e-06,3.345800e+02,3.008800e+02,3.008800e+02,3.183087e+02,3.345800e+02,9.899099e+00,3.370000e+01,-5.500000e-04,-3.369999e-04,-1.900000e-04,3.600000e-04,3.445300e+02,3.404500e+01,3.021900e-01,1.258153e+02,3.591500e+02,1.575062e+02,3.588478e+02,-3.588478e-01,-3.104844e-03,2.595000e-03,3.614428e-01
K02VD0V, True,  Resonant,4.230500e+01,4.224500e+01,4.224200e+01,4.227245e+01,4.230500e+01,1.901561e-02,6.300000e-02,-2.400000e-05,-6.000010e-07,2.300000e-05,4.700000e-05,1.682200e-01,1.662700e-01,1.662100e-01,1.676307e-01,1.687000e-01,5.811396e-04,2.490000e-03,-6.100000e-07,-1.949959e-08,6.800000e-07,1.290000e-06,2.383200e+00,2.631500e+00,2.383200e+00,2.508001e+00,2.631500e+00,7.206271e-02,2.483000e-01,2.000000e-06,2.483000e-06,3.200000e-06,1.200000e-06,1.714800e+02,1.654300e+02,1.654300e+02,1.684365e+02,1.714800e+02,1.776813e+00,6.050000e+00,-8.000000e-05,-6.049996e-05,-4.999000e-05,3.001000e-05,2.595600e+02,2.391900e+02,2.391900e+02,2.493660e+02,2.595600e+02,5.938033e+00,2.037000e+01,-3.101551e-04,-2.037001e-04,-5.998800e-05,2.501671e-04
K02VD0X, True,  Resonant,3.947500e+01,3.941300e+01,3.931700e+01,3.940028e+01,3.949400e+01,5.444156e-02,1.770000e-01,-4.600000e-05,-6.200021e-07,4.200000e-05,8.800000e-05,2.224500e-01,2.198100e-01,2.182300e-01,2.206452e-01,2.229200e-01,1.139500e-03,4.690000e-03,-9.700000e-07,-2.640035e-08,8.400000e-07,1.810000e-06,1.320600e+00,1.418700e+00,1.319400e+00,1.354223e+00,1.418700e+00,2.966430e-02,9.930000e-02,-4.001200e-07,9.810004e-07,3.000000e-06,3.400120e-06,2.969200e+02,2.724400e+02,2.724400e+02,2.845493e+02,2.969200e+02,7.124153e+00,2.448000e+01,-3.199360e-04,-2.447997e-04,-2.000000e-04,1.199360e-04,1.059300e+02,1.144200e+02,1.059300e+02,1.103050e+02,1.144200e+02,2.497692e+00,8.490000e+00,-4.000000e-05,8.489889e-05,3.200000e-04,3.600000e-04
K02VD1B, True, Classical,4.312900e+01,4.312400e+01,4.311800e+01,4.312518e+01,4.312900e+01,2.199892e-03,1.100000e-02,-6.000000e-06,-4.998000e-08,6.000000e-06,1.200000e-05,4.128000e-02,4.062200e-02,4.062200e-02,4.100236e-02,4.139000e-02,1.684095e-04,7.680000e-04,-2.740000e-07,-6.582620e-09,2.379524e-07,5.119524e-07,1.529200e+00,1.302400e+00,1.302400e+00,1.417722e+00,1.529200e+00,6.601387e-02,2.268000e-01,-3.300000e-06,-2.268005e-06,-1.100000e-06,2.200000e-06,8.680700e+01,8.614700e+01,8.602100e+01,8.624850e+01,8.680700e+01,2.410005e-01,7.860000e-01,-4.700000e-05,-6.599693e-06,4.300000e-05,9.000000e-05,1.423200e+02,1.571300e+02,1.421800e+02,1.499808e+02,1.577200e+02,4.490534e+00,1.554000e+01,-5.900000e-04,1.481004e-04,8.700000e-04,1.460000e-03
